target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles,session_id_synthesis
active_unit_fraction,756029989,VISl,spontaneous,2071,15,ok,0.3439192593724096,0.4121184507891445,0.0681991914167349,-0.0030285511102268,0.0017290989636157,0.0712277425269617,0.0099009900990099,0.05,100,756029989
active_unit_fraction,756029989,VISp,spontaneous,2071,15,ok,0.4294717977082327,0.4693930282973181,0.0399212305890853,-0.0030123887104524,0.0013858488986062,0.0429336192995378,0.0099009900990099,0.01,100,756029989
population_l2_rate_norm,756029989,CA1,spontaneous,2071,15,ok,0.3202524823056559,0.410880013690948,0.0906275313852921,-0.0035783667944583,0.0016654579258394,0.0942058981797504,0.0099009900990099,0.03,100,756029989
population_l2_rate_norm,756029989,LGd,spontaneous,2071,15,ok,0.5951847495995027,0.6401162775181566,0.0449315279186538,-0.001791709988577,0.0018513500642295,0.0467232379072309,0.0099009900990099,0.15,100,756029989
population_l2_rate_norm,756029989,VISl,spontaneous,2071,15,ok,0.3684615904973387,0.4380940039281028,0.0696324134307641,-0.0030766224816123,0.0019440040979179,0.0727090359123764,0.0099009900990099,0.05,100,756029989
population_l2_rate_norm,756029989,VISp,spontaneous,2071,15,ok,0.5117090488205591,0.5460814221907251,0.0343723733701659,-0.00249488444427,0.0017305375109525,0.036867257814436,0.0099009900990099,0.06,100,756029989
population_rate_entropy,756029989,CA1,spontaneous,2071,15,ok,0.1097776565786452,0.1486445675504245,0.0388669109717793,-0.004707650031419,0.0023521868939518,0.0435745610031983,0.0099009900990099,0.04,100,756029989
population_rate_entropy,756029989,LGd,spontaneous,2071,15,ok,0.8313812351629059,0.8383078241289577,0.0069265889660518,-0.001037034046703,0.000539851319383,0.0079636230127548,0.0099009900990099,0.03,100,756029989
population_rate_entropy,756029989,VISl,spontaneous,2071,15,ok,0.2178569171038935,0.2683847962124904,0.0505278791085969,-0.0042241574955275,0.0020576815845048,0.0547520366041244,0.0099009900990099,0.03,100,756029989
population_rate_entropy,756029989,VISp,spontaneous,2071,15,ok,0.3676799791820709,0.4050110229942698,0.0373310438121988,-0.0035241337158715,0.0019838239024065,0.0408551775280704,0.0099009900990099,0.05,100,756029989
population_state_speed,756029989,CA1,spontaneous,2071,15,ok,0.0506563282658845,0.0654572811674162,0.0148009529015317,-0.0052545763544609,0.002396019638233,0.0200555292559926,0.0099009900990099,0.03,100,756029989
population_state_speed,756029989,LGd,spontaneous,2071,15,ok,0.0357500365450935,0.0168757261788484,-0.018874310366245,-0.0048776603490487,0.0042717981221284,-0.0139966500171963,1.0,0.08,100,756029989
population_state_speed,756029989,VISl,spontaneous,2071,15,ok,0.0514102452966155,0.0444561148482828,-0.0069541304483327,-0.0048911972008181,0.0023190774612782,-0.0020629332475145,0.8118811881188119,0.03,100,756029989
population_state_speed,756029989,VISp,spontaneous,2071,15,ok,0.1311816868062518,0.1332947586509651,0.0021130718447133,-0.0042622099932259,0.0025984572163936,0.0063752818379393,0.0297029702970297,0.06,100,756029989
