target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles,session_id_synthesis,lag_label,lags,n_lags
population_mean_rate_hz,719161530,LGd,spontaneous,2086,15,ok,0.62006534971712,0.6530377761994179,0.0329724264822979,-0.0011256468651586,0.0006556766905832,0.0340980733474565,0.0196078431372549,0.04,50,719161530,lag1,1,1
population_mean_rate_hz,719161530,VISl,spontaneous,2086,15,ok,0.313823089756687,0.3285674236094029,0.0147443338527158,-0.0015269852026939,0.0012381499548291,0.0162713190554098,0.0196078431372549,0.12,50,719161530,lag1,1,1
population_mean_rate_hz,719161530,VISp,spontaneous,2086,15,ok,0.4193743520402857,0.4479290437227449,0.0285546916824591,-0.0015853115837717,0.0013613962157572,0.0301400032662309,0.0196078431372549,0.12,50,719161530,lag1,1,1
population_state_speed,719161530,CA1,spontaneous,2086,15,ok,0.1185887748930482,0.1318279268117654,0.0132391519187172,-0.0020955607821639,0.0016342815055778,0.0153347127008811,0.0196078431372549,0.12,50,719161530,lag1,1,1
population_state_speed,719161530,LGd,spontaneous,2086,15,ok,0.0569408050567611,0.0584092476008382,0.001468442544077,-0.0026356623236806,0.0020925363062129,0.0041041048677577,0.0588235294117647,0.1,50,719161530,lag1,1,1
population_state_speed,719161530,VISl,spontaneous,2086,15,ok,0.1259631501460377,0.1256564798218813,-0.0003066703241564,-0.0025017123674159,0.0016165859209863,0.0021950420432595,0.0980392156862745,0.06,50,719161530,lag1,1,1
population_state_speed,719161530,VISp,spontaneous,2086,15,ok,0.1129681295015162,0.1151975953161583,0.0022294658146421,-0.0021799005160725,0.0011128121619121,0.0044093663307146,0.0196078431372549,0.06,50,719161530,lag1,1,1
active_unit_fraction,719161530,CA1,spontaneous,2071,15,ok,0.1932851600371906,0.2399486935066388,0.0466635334694481,-0.0019147027003591,0.00185141742445,0.0485782361698073,0.0196078431372549,0.12,50,719161530,lag2,2,1
active_unit_fraction,719161530,LGd,spontaneous,2071,15,ok,0.5551169294993901,0.5830431697512517,0.0279262402518616,-0.000958944873389,0.0008263363231288,0.0288851851252507,0.0196078431372549,0.08,50,719161530,lag2,2,1
active_unit_fraction,719161530,VISl,spontaneous,2071,15,ok,0.2732956021852533,0.3173520541731186,0.0440564519878653,-0.0018386210199627,0.0015086216341293,0.045895073007828,0.0196078431372549,0.1,50,719161530,lag2,2,1
active_unit_fraction,719161530,VISp,spontaneous,2071,15,ok,0.457827304124918,0.5026580677466528,0.0448307636217347,-0.0013313715870413,0.0011947800327718,0.046162135208776,0.0196078431372549,0.14,50,719161530,lag2,2,1
population_rate_entropy,719161530,CA1,spontaneous,2071,15,ok,0.2021259302459885,0.2645328456791302,0.0624069154331416,-0.0015821632195225,0.0016855905486033,0.0639890786526642,0.0196078431372549,0.2,50,719161530,lag2,2,1
population_rate_entropy,719161530,LGd,spontaneous,2071,15,ok,0.4542372569457974,0.4743857098236809,0.0201484528778834,-0.0014912213176554,0.000855981137061,0.0216396741955389,0.0196078431372549,0.06,50,719161530,lag2,2,1
population_rate_entropy,719161530,VISl,spontaneous,2071,15,ok,0.2184695895125572,0.2601800298230027,0.0417104403104454,-0.0019121274043111,0.0015697515996372,0.0436225677147566,0.0196078431372549,0.12,50,719161530,lag2,2,1
population_rate_entropy,719161530,VISp,spontaneous,2071,15,ok,0.3763159161109259,0.4174795672189648,0.0411636511080388,-0.0019443203124679,0.0013954450496081,0.0431079714205068,0.0196078431372549,0.1,50,719161530,lag2,2,1
population_mean_rate_hz,719161530,CA1,spontaneous,2071,15,ok,0.1531133204647743,0.1715701215796442,0.0184568011148699,-0.0022669755500379,0.0017236633725279,0.0207237766649078,0.0196078431372549,0.12,50,719161530,lag2,2,1
population_mean_rate_hz,719161530,LGd,spontaneous,2071,15,ok,0.6185121364429058,0.6514190736804264,0.0329069372375205,-0.0011253315363839,0.0007511330949366,0.0340322687739045,0.0196078431372549,0.06,50,719161530,lag2,2,1
population_mean_rate_hz,719161530,VISl,spontaneous,2071,15,ok,0.3154258055591153,0.321266043228598,0.0058402376694826,-0.0016246746280807,0.0012957548111722,0.0074649122975633,0.0196078431372549,0.1,50,719161530,lag2,2,1
population_mean_rate_hz,719161530,VISp,spontaneous,2071,15,ok,0.4219266629141578,0.4552715633480422,0.0333449004338843,-0.0016565352475568,0.0011373808973129,0.0350014356814412,0.0196078431372549,0.12,50,719161530,lag2,2,1
population_state_speed,719161530,CA1,spontaneous,2071,15,ok,0.1159472344966759,0.1279703059728069,0.0120230714761309,-0.0023744312415316,0.0018465424081064,0.0143975027176625,0.0196078431372549,0.08,50,719161530,lag2,2,1
population_state_speed,719161530,LGd,spontaneous,2071,15,ok,0.0577145837291279,0.0577001754597593,-1.4408269368604287e-05,-0.0024300490977724,0.0019191947633333,0.0024156408284038,0.1568627450980392,0.14,50,719161530,lag2,2,1
population_state_speed,719161530,VISl,spontaneous,2071,15,ok,0.1217224528160737,0.1348117929712357,0.0130893401551619,-0.0025611949343902,0.0015469365395436,0.0156505350895521,0.0196078431372549,0.08,50,719161530,lag2,2,1
population_state_speed,719161530,VISp,spontaneous,2071,15,ok,0.1135118367438214,0.120617437928828,0.0071056011850065,-0.0025937302871819,0.0018659507715321,0.0096993314721885,0.0196078431372549,0.08,50,719161530,lag2,2,1
active_unit_fraction,719161530,CA1,spontaneous,2071,15,ok,0.1932851600371906,0.2565684180147175,0.0632832579775268,-0.0039839898785837,0.0022232774336802,0.0672672478561106,0.0196078431372549,0.08,50,719161530,lag12,"1,2",2
